,cell_angle_alpha,cell_angle_beta,cell_angle_gamma,cell_length_a,cell_length_b,cell_length_c,cell_zpdb,rcsb_accession_info_major_revision,rcsb_accession_info_minor_revision,rcsb_entry_info_assembly_count,rcsb_entry_info_branched_entity_count,rcsb_entry_info_cis_peptide_count,rcsb_entry_info_deposited_atom_count,rcsb_entry_info_deposited_hydrogen_atom_count,rcsb_entry_info_deposited_model_count,rcsb_entry_info_deposited_modeled_polymer_monomer_count,rcsb_entry_info_deposited_nonpolymer_entity_instance_count,rcsb_entry_info_deposited_polymer_entity_instance_count,rcsb_entry_info_deposited_polymer_monomer_count,rcsb_entry_info_deposited_solvent_atom_count,rcsb_entry_info_deposited_unmodeled_polymer_monomer_count,rcsb_entry_info_disulfide_bond_count,rcsb_entry_info_entity_count,rcsb_entry_info_experimental_method_count,rcsb_entry_info_inter_mol_covalent_bond_count,rcsb_entry_info_inter_mol_metalic_bond_count,rcsb_entry_info_molecular_weight,rcsb_entry_info_nonpolymer_entity_count,rcsb_entry_info_nonpolymer_molecular_weight_maximum,rcsb_entry_info_nonpolymer_molecular_weight_minimum,rcsb_entry_info_polymer_entity_count,rcsb_entry_info_polymer_entity_count_dna,rcsb_entry_info_polymer_entity_count_rna,rcsb_entry_info_polymer_entity_count_nucleic_acid,rcsb_entry_info_polymer_entity_count_nucleic_acid_hybrid,rcsb_entry_info_polymer_entity_count_protein,rcsb_entry_info_polymer_entity_taxonomy_count,rcsb_entry_info_polymer_molecular_weight_maximum,rcsb_entry_info_polymer_molecular_weight_minimum,rcsb_entry_info_polymer_monomer_count_maximum,rcsb_entry_info_polymer_monomer_count_minimum,rcsb_entry_info_solvent_entity_count,rcsb_entry_info_structure_determination_methodology_priority,rcsb_entry_info_diffrn_resolution_high_value,rcsb_primary_citation_journal_volume,rcsb_primary_citation_year,symmetry_int_tables_number,rcsb_entry_info_branched_molecular_weight_maximum,rcsb_entry_info_branched_molecular_weight_minimum,rcsb_entry_info_diffrn_radiation_wavelength_maximum,rcsb_entry_info_diffrn_radiation_wavelength_minimum,pdbx_nmr_ensemble_conformers_calculated_total_number,pdbx_nmr_ensemble_conformers_submitted_total_number,cell_volume,pdbx_nmr_ensemble_representative_conformer,pdbx_nmr_ensemble_maximum_lower_distance_constraint_violation,pdbx_nmr_ensemble_maximum_upper_distance_constraint_violation,pdbx_nmr_ensemble_average_torsion_angle_constraint_violation,pdbx_nmr_ensemble_maximum_torsion_angle_constraint_violation,audit_author_pdbx_ordinal,citation_journal_volume,citation_year,diffrn_ambient_temp,exptl_crystals_number,exptl_crystal_density_matthews,exptl_crystal_density_percent_sol,exptl_crystal_pdbx_mosaicity,exptl_crystal_density_meas,exptl_crystal_pdbx_mosaicity_esd,pdbx_audit_revision_details_ordinal,pdbx_audit_revision_details_revision_ordinal,pdbx_audit_revision_group_ordinal,pdbx_audit_revision_group_revision_ordinal,pdbx_audit_revision_history_major_revision,pdbx_audit_revision_history_minor_revision,pdbx_audit_revision_history_ordinal,refine_ls_rfactor_rfree,refine_ls_rfactor_rwork,refine_ls_rfactor_obs,refine_ls_dres_high,refine_ls_dres_low,refine_ls_number_reflns_obs,refine_pdbx_ls_sigma_f,refine_ls_percent_reflns_rfree,refine_ls_percent_reflns_obs,refine_biso_mean,refine_ls_number_reflns_rfree,refine_aniso_b11,refine_aniso_b12,refine_aniso_b13,refine_aniso_b22,refine_aniso_b23,refine_aniso_b33,refine_ls_rfactor_rfree_error,refine_ls_rfactor_all,refine_ls_number_reflns_all,refine_pdbx_data_cutoff_high_abs_f,refine_pdbx_data_cutoff_low_abs_f,refine_solvent_model_param_bsol,refine_solvent_model_param_ksol,refine_pdbx_ls_sigma_i,refine_correlation_coeff_fo_to_fc,refine_correlation_coeff_fo_to_fc_free,refine_overall_sub,refine_overall_suml,refine_pdbx_overall_esurfree,refine_pdbx_solvent_ion_probe_radii,refine_pdbx_solvent_shrinkage_radii,refine_pdbx_solvent_vdw_probe_radii,refine_ls_number_reflns_rwork,refine_pdbx_overall_phase_error,refine_biso_max,refine_biso_min,refine_pdbx_overall_esur,refine_occupancy_max,refine_occupancy_min,refine_overall_surcruickshank_dpi,refine_pdbx_overall_surblow_dpi,refine_pdbx_overall_surfree_blow_dpi,refine_pdbx_overall_surfree_cruickshank_dpi,refine_overall_fomwork_rset,refine_pdbx_data_cutoff_high_rms_abs_f,refine_ls_wrfactor_rfree,refine_ls_wrfactor_rwork,refine_overall_surfree,refine_pdbx_average_fsc_free,refine_pdbx_average_fsc_work,refine_ls_number_parameters,refine_ls_number_restraints,refine_hist_d_res_high,refine_hist_d_res_low,refine_hist_number_atoms_solvent,refine_hist_number_atoms_total,refine_hist_pdbx_number_atoms_ligand,refine_hist_pdbx_number_atoms_nucleic_acid,refine_hist_pdbx_number_atoms_protein,refine_hist_pdbx_biso_mean_ligand,refine_hist_pdbx_number_residues_total,refine_hist_pdbx_biso_mean_solvent,software_pdbx_ordinal,diffrn_detector_pdbx_frequency,pdbx_audit_revision_category_ordinal,pdbx_audit_revision_category_revision_ordinal,pdbx_audit_revision_item_ordinal,pdbx_audit_revision_item_revision_ordinal,refine_analyze_luzzati_coordinate_error_obs,refine_analyze_luzzati_coordinate_error_free,refine_analyze_luzzati_dres_low_obs,refine_analyze_luzzati_sigma_afree,refine_analyze_luzzati_sigma_aobs,refine_analyze_pdbx_luzzati_dres_high_obs,refine_analyze_number_disordered_residues,refine_analyze_occupancy_sum_hydrogen,refine_analyze_occupancy_sum_non_hydrogen,reflns_d_resolution_high,reflns_d_resolution_low,reflns_number_obs,reflns_observed_criterion_sigma_i,reflns_pdbx_rmerge_iobs,reflns_pdbx_ordinal,reflns_pdbx_redundancy,reflns_percent_possible_obs,reflns_number_all,reflns_observed_criterion_sigma_f,reflns_pdbx_net_iover_sigma_i,reflns_biso_wilson_estimate,reflns_pdbx_cchalf,reflns_pdbx_rpim_iall,reflns_pdbx_rsym_value,reflns_pdbx_rrim_iall,reflns_pdbx_number_measured_all,reflns_pdbx_scaling_rejects,reflns_pdbx_chi_squared,reflns_pdbx_net_iover_av_sigma_i,reflns_limit_hmax,reflns_limit_hmin,reflns_limit_kmax,reflns_limit_kmin,reflns_limit_lmax,reflns_limit_lmin,reflns_observed_criterion_fmax,reflns_observed_criterion_fmin,reflns_pdbx_rsplit,reflns_rmerge_fobs,rcsb_binding_affinity_value,diffrn_source_pdbx_wavelength,exptl_crystal_grow_p_h,exptl_crystal_grow_temp,reflns_shell_d_res_high,reflns_shell_d_res_low,reflns_shell_pdbx_ordinal,reflns_shell_rmerge_iobs,reflns_shell_number_unique_all,reflns_shell_percent_possible_all,reflns_shell_pdbx_redundancy,reflns_shell_mean_iover_sig_iobs,reflns_shell_number_unique_obs,reflns_shell_pdbx_cchalf,reflns_shell_pdbx_rpim_iall,reflns_shell_pdbx_rsym_value,reflns_shell_pdbx_rrim_iall,reflns_shell_number_measured_all,reflns_shell_percent_possible_obs,reflns_shell_pdbx_chi_squared,reflns_shell_number_measured_obs,reflns_shell_pdbx_rsplit,reflns_shell_number_possible,reflns_shell_pdbx_net_iover_sigma_iobs,pdbx_reflns_twin_fraction,pdbx_audit_support_ordinal,em3d_fitting_overall_bvalue,em3d_reconstruction_num_class_averages,em3d_reconstruction_num_particles,em3d_reconstruction_resolution,em3d_reconstruction_actual_pixel_size,em3d_reconstruction_nominal_pixel_size,em_image_recording_avg_electron_dose_per_image,em_image_recording_num_grids_imaged,em_image_recording_num_real_images,em_image_recording_average_exposure_time,em_image_recording_num_diffraction_images,em_imaging_accelerating_voltage,em_imaging_calibrated_magnification,em_imaging_nominal_cs,em_imaging_nominal_defocus_max,em_imaging_nominal_defocus_min,em_imaging_c2_aperture_diameter,em_imaging_nominal_magnification,em_imaging_calibrated_defocus_max,em_imaging_calibrated_defocus_min,em_imaging_detector_distance,em_imaging_temperature,em_imaging_recording_temperature_maximum,em_imaging_recording_temperature_minimum,em_imaging_residual_tilt,em_imaging_tilt_angle_max,em_imaging_tilt_angle_min,em_imaging_electron_beam_tilt_params,em_particle_selection_num_particles_selected,em_specimen_concentration,em_vitrification_chamber_temperature,em_vitrification_humidity,em_vitrification_temp,pdbx_nmr_exptl_sample_conditions_p_h,pdbx_nmr_exptl_sample_conditions_temperature,pdbx_nmr_exptl_sample_conditions_ionic_strength_err,pdbx_nmr_exptl_sample_conditions_p_herr,pdbx_nmr_exptl_sample_conditions_temperature_err,pdbx_nmr_exptl_sample_conditions_pressure_err,pdbx_nmr_refine_software_ordinal,pdbx_nmr_software_ordinal,pdbx_nmr_software_version,pdbx_nmr_spectrometer_field_strength,em_helical_entity_angular_rotation_per_subunit,em_helical_entity_axial_rise_per_subunit,em3d_crystal_entity_angle_alpha,em3d_crystal_entity_angle_beta,em3d_crystal_entity_angle_gamma,em3d_crystal_entity_length_a,em3d_crystal_entity_length_b,em3d_crystal_entity_length_c,em3d_crystal_entity_space_group_num,em_diffraction_camera_length,em_diffraction_shell_fourier_space_coverage,em_diffraction_shell_high_resolution,em_diffraction_shell_low_resolution,em_diffraction_shell_multiplicity,em_diffraction_shell_num_structure_factors,em_diffraction_shell_phase_residual,em_diffraction_stats_fourier_space_coverage,em_diffraction_stats_high_resolution,em_diffraction_stats_num_intensities_measured,em_diffraction_stats_num_structure_factors,em_diffraction_stats_overall_phase_error,em_diffraction_stats_overall_phase_residual,em_diffraction_stats_r_merge,em_diffraction_stats_r_sym,pdbx_serial_crystallography_sample_delivery_injection_injector_diameter,pdbx_serial_crystallography_sample_delivery_injection_injector_temperature,pdbx_serial_crystallography_sample_delivery_injection_flow_rate,pdbx_serial_crystallography_sample_delivery_injection_jet_diameter,pdbx_serial_crystallography_data_reduction_crystal_hits,pdbx_serial_crystallography_data_reduction_frames_indexed,pdbx_serial_crystallography_data_reduction_frames_total,pdbx_serial_crystallography_data_reduction_lattices_indexed,pdbx_serial_crystallography_data_reduction_xfel_pulse_events,pdbx_serial_crystallography_data_reduction_frames_failed_index,pdbx_serial_crystallography_measurement_collection_time_total,pdbx_serial_crystallography_measurement_focal_spot_size,pdbx_serial_crystallography_measurement_pulse_duration,pdbx_serial_crystallography_measurement_pulse_photon_energy,pdbx_serial_crystallography_measurement_source_distance,pdbx_serial_crystallography_measurement_xfel_pulse_repetition_rate,pdbx_serial_crystallography_measurement_pulse_energy,pdbx_serial_crystallography_measurement_photons_per_pulse,em2d_crystal_entity_angle_gamma,em2d_crystal_entity_c_sampling_length,em2d_crystal_entity_length_a,em2d_crystal_entity_length_b,em2d_crystal_entity_length_c,bibliography_year,resolution_quantitative
0,90.0,90.0,90.0,99.4,210.3,233.1,16.0,1,2,1,0,2,9092,0,1,1108,2,2,1108,0,0,10,2,1,0,2,128.97,1,0.62,0.62,1,0,0,0,0,1,1,63.87,63.87,554,554,0,10,3.5,367.0,1994.0,23.0,,,,,,,,,,,,,,,,,,4.77,74.19,,,,1.0,1.0,,,,,,0.316,0.267,0.267,3.5,20.0,32349.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,20.0,0.0,9092.0,86.0,0.0,9006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994,3.5
1,90.0,90.0,90.0,99.57,209.8,235.0,16.0,2,0,1,1,2,9221,0,1,1102,10,2,1152,1,50,10,7,1,12,2,136.4,4,0.62,0.14,1,0,0,0,0,1,1,66.29,66.29,576,576,1,10,3.4,2.0,1995.0,23.0,0.42,0.42,,,,,,,,,,,,,,,,4.63,73.46,,,,,,,,,,,0.227,0.186,0.186,3.4,8.0,23789.0,1.0,9.9,75.5,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,8.0,1.0,9221.0,258.0,0.0,8962.0,,,,,,,,,,0.3,,,,,,,,,3.4,15.0,27154.0,1.0,0.095,1.0,2.7,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995,3.4
2,90.0,90.0,90.0,99.4,210.3,233.1,16.0,2,0,1,1,2,9413,0,1,1105,9,2,1160,130,55,10,6,1,12,2,138.92,3,0.62,0.24,1,0,0,0,0,1,1,66.6,66.6,580,580,1,10,3.1,367.0,1994.0,23.0,0.42,0.42,1.5418,1.5418,,,,,,,,,,,,277.0,4.0,2.9,73.08,,,,,,,,,,,0.226,0.186,0.186,3.1,20.0,40353.0,2.0,12.0,94.3,,4665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,20.0,130.0,9413.0,360.0,0.0,8923.0,,,,,,,,,,,,,,,,,,,3.1,20.0,32349.0,2.0,0.076,1.0,,96.0,,,,,,,,,,,,,,,,,,,,,,,,1.5418,6.7,,3.1,3.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995,3.1
3,90.0,90.0,90.0,98.65,204.99,221.96,16.0,1,5,1,0,2,9521,0,1,1102,17,2,1160,251,58,10,6,1,0,2,137.93,4,0.62,0.21,1,0,0,0,0,1,1,66.6,66.6,580,580,1,10,2.61,40.0,2001.0,23.0,,,,,,,,,,,,,,40.0,2001.0,120.0,1.0,4.21,70.78,,,,,,,,,,,0.25,0.223,0.223,2.61,36.87,62416.0,0.0,8.2,90.9,24.7,5106.0,-3.82,0.0,0.0,3.93,0.0,-0.11,0.003,0.223,69417.0,242487.02,0.0,20.99,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61,36.87,251.0,9521.0,316.0,0.0,8954.0,,,,,,,,,,0.32,0.36,5.0,0.33,0.29,,,,,2.61,36.87,62423.0,,0.052,1.0,4.66,90.8,69417.0,0.0,15.9,22.2,,,,,,,,,,,,,,,,,,,,,6.7,277.0,2.6,2.76,1.0,0.187,8404.0,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,2.61
4,90.0,90.0,90.0,98.87,207.46,221.98,8.0,2,0,1,1,1,4594,0,1,551,4,1,551,0,0,5,5,1,6,1,65.23,3,0.62,0.2,1,0,0,0,0,1,1,63.55,63.55,551,551,0,10,3.2,60.0,2001.0,23.0,0.42,0.42,1.5418,1.5418,,,,,,,,,,60.0,2001.0,100.0,1.0,,,,,,,,,,,,,0.248,0.218,0.225,3.2,23.5,31170.0,0.0,6.6,81.8,,2502.0,2.047,0.0,0.0,-0.699,0.0,-1.348,,0.225,31170.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,23.5,0.0,4594.0,113.0,0.0,4481.0,,,,,,,,,,,,,,,,,,,3.2,23.5,31170.0,0.0,0.113,1.0,4.0,82.0,38087.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,1.5418,6.7,291.0,3.2,3.4,1.0,0.25,4899.0,78.3,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,3.2
5,90.0,90.0,90.0,98.147,203.859,223.599,16.0,2,0,1,4,2,10336,0,1,1106,17,2,1106,654,0,11,10,1,22,4,136.1,4,0.62,0.09,1,0,0,0,0,1,1,63.72,63.72,553,553,1,10,2.0,335.0,2004.0,23.0,0.91,0.42,1.099,1.099,,,,,,,,,,335.0,2004.0,180.0,1.0,4.39,71.95,,,,,,,,,,,0.231,0.217,0.217,2.0,43.68,142879.0,0.0,7.5,94.8,44.1,10694.0,-3.36,0.0,0.0,3.02,0.0,0.35,0.002,0.217,144508.0,2580366.56,0.0,46.9365,0.341906,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,43.68,654.0,10226.0,588.0,0.0,8984.0,,,,,,,,,,0.26,0.28,5.0,0.3,0.27,,,,,2.0,50.0,144508.0,2.0,0.103,1.0,6.63,94.9,144508.0,0.0,7.8,31.3,,,,,,,,,,,,,,,,,,,,,6.7,291.0,2.0,2.07,1.0,0.52,9630.0,71.0,4.3,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,2.0
6,90.0,90.0,90.0,98.931,206.55,221.553,16.0,2,0,1,3,2,10505,0,1,1106,16,2,1106,891,0,10,9,1,22,0,135.84,4,0.62,0.09,1,0,0,0,0,1,1,63.72,63.72,553,553,1,10,2.0,62.0,2006.0,23.0,0.91,0.42,1.099,1.099,,,,,,,,,,62.0,2006.0,180.0,1.0,4.44,72.28,,,,,,,,,,,0.237,0.218,,2.0,43.33,151982.0,0.0,7.5,99.7,32.8,11371.0,-1.42,0.0,0.0,-0.68,0.0,2.1,0.002,,152439.0,2425621.5,0.0,49.899,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,43.33,891.0,10445.0,570.0,0.0,8984.0,,,,,,,,,,0.25,0.27,5.0,0.21,0.19,,,,,2.0,50.0,151982.0,0.0,0.087,1.0,5.6,99.9,152014.0,0.0,7.1,26.3,,,,,,,,,,,,,,,,,,,,,6.7,291.0,2.0,2.13,1.0,0.436,,100.0,5.6,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,2.0
7,90.0,90.0,120.0,181.907,181.907,102.579,12.0,2,0,1,4,3,9500,0,1,1106,8,2,1106,224,0,9,9,1,17,0,133.59,3,0.62,0.09,1,0,0,0,0,1,1,63.72,63.72,553,553,1,10,3.05,49.0,2010.0,170.0,0.91,0.42,0.9787,0.9787,,,,,,,,,1.0,49.0,2010.0,100.0,1.0,3.84,68.0,,,,,,,,,,,0.235,0.203,0.204,3.05,40.2,35349.0,,4.1,99.6,68.31,1501.0,4.51,0.0,-0.0,4.51,0.0,-9.02,,,36928.0,,,,,,0.925,0.905,29.759,0.23,0.08,0.8,0.8,1.4,,,,,,,,,,,,,,,,,,,,,3.05,40.2,224.0,9500.0,407.0,0.0,8869.0,,,,1.0,,,,,,,,,,,,,,,3.05,40.2,36921.0,1.0,0.099,1.0,11.0,99.9,,,24.0,,,,,,,,,,,,,,,,,,,,,0.97872,6.5,273.0,3.05,3.13,1.0,,,97.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,3.05
8,90.0,90.0,120.0,181.6,181.6,103.401,12.0,1,1,1,1,2,9269,8892,1,1106,4,2,1106,0,0,10,4,1,12,1,132.39,2,0.62,0.49,1,0,0,0,0,1,1,63.81,63.81,553,553,0,10,3.35,8.0,2021.0,170.0,0.42,0.42,0.9795,0.9795,,,,,,,,,,8.0,2021.0,100.0,1.0,3.85,68.06,,,,1.0,1.0,,,,,,0.2499,0.2097,0.2117,3.35,14.99,23088.0,2.25,5.04,83.17,126.1022,1163.0,,,,,,,,,,,,,,,,,,0.53,,,0.9,1.11,21925.0,33.71,220.14,30.0,,,,,,,,,,,,,,,,,3.35,14.99,0.0,9467.0,520.0,0.0,8947.0,137.67,1106.0,,,,,,,,,,,,,,,,,3.35,50.0,27285.0,,,1.0,4.4,97.8,,,31.7,,0.96,0.069,0.123,,,,,,,,,,,,,,,,,,6.5,296.0,3.35,3.47,1.0,,,96.9,3.7,2.3,1397.0,0.33,0.436,0.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,3.35
9,90.0,90.0,120.0,182.11,182.11,103.24,12.0,2,1,1,2,0,4690,0,1,557,3,1,576,17,19,5,5,1,9,0,68.4,1,0.19,0.19,1,0,0,0,0,1,1,66.07,66.07,576,576,1,10,3.36,11.0,2021.0,179.0,0.91,0.42,0.9795,0.9795,,,,,,,,,,11.0,2021.0,70.0,1.0,3.74,67.11,,,,,,,,,,,0.2629,0.2085,0.2141,3.361,78.856,12047.0,1.05,10.09,81.11,90.9037,1215.0,,,,,,,,,,,,,,,,,,0.38,,,0.9,1.11,,29.28,200.28,52.67,,,,,,,,,,,,,,,,,3.361,78.856,17.0,4690.0,155.0,0.0,4518.0,112.33,557.0,60.91,,,,,,,,,,,,,,,,3.36,91.05,14886.0,,0.467,1.0,20.0,99.9,,,14.3,,0.999,0.103,,0.473,,,,,,,,,,,,,,,,,7.3,293.0,3.36,3.45,1.0,4.186,,99.9,20.0,1.4,1081.0,0.636,0.905,,4.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,3.361
